GP,Date,Unnamed: 2,Opponent,GF,GA,Unnamed: 6,Unnamed: 7,W,L,T,OL,Streak,Season,Att.,LOG,Notes
18,2007-11-17,@,Montreal Canadiens,4,7,L,,9,7,,2,L 1,2008,,,
19,2007-11-20,@,Toronto Maple Leafs,4,2,W,,10,7,,2,W 1,2008,,,
20,2007-11-23,,New York Islanders,2,1,W,,11,7,,2,W 2,2008,,,
21,2007-11-24,@,New York Islanders,1,2,L,,11,8,,2,L 1,2008,,,
22,2007-11-26,@,Philadelphia Flyers,6,3,W,,12,8,,2,W 1,2008,,,
23,2007-11-29,@,Florida Panthers,4,3,W,,13,8,,2,W 2,2008,,,
24,2007-12-01,@,Tampa Bay Lightning,1,4,L,,13,9,,2,L 1,2008,,,
25,2007-12-03,@,New York Islanders,3,1,W,,14,9,,2,W 1,2008,,,
26,2007-12-05,@,New Jersey Devils,3,4,L,OT,14,9,,3,L 1,2008,,,
27,2007-12-06,,Montreal Canadiens,2,4,L,,14,10,,3,L 2,2008,,,
28,2007-12-08,@,Toronto Maple Leafs,2,1,W,,15,10,,3,W 1,2008,,,
29,2007-12-10,@,Buffalo Sabres,4,1,W,,16,10,,3,W 2,2008,,,
30,2007-12-12,@,Atlanta Thrashers,5,3,W,,17,10,,3,W 3,2008,,,
31,2007-12-13,,New Jersey Devils,1,3,L,,17,11,,3,L 1,2008,,,
32,2007-12-15,,Columbus Blue Jackets,2,0,W,,18,11,,3,W 1,2008,,,
33,2007-12-18,,Ottawa Senators,2,3,L,,18,12,,3,L 1,2008,,,
34,2007-12-20,,Pittsburgh Penguins,4,5,L,SO,18,12,,4,L 2,2008,,,
35,2007-12-22,,St. Louis Blues,1,4,L,,18,13,,4,L 3,2008,,,
36,2007-12-23,@,Pittsburgh Penguins,2,4,L,,18,14,,4,L 4,2008,,,
37,2007-12-28,@,Carolina Hurricanes,3,4,L,,18,15,,4,L 5,2008,,,
38,2007-12-29,@,Atlanta Thrashers,0,5,L,,18,16,,4,L 6,2008,,,
39,2007-12-31,,Atlanta Thrashers,5,2,W,,19,16,,4,W 1,2008,,,
40,2008-01-03,,Washington Capitals,2,0,W,,20,16,,4,W 2,2008,,,
41,2008-01-05,,New Jersey Devils,4,3,W,,21,16,,4,W 3,2008,,,
42,2008-01-08,,Carolina Hurricanes,0,1,L,,21,17,,4,L 1,2008,,,
43,2008-01-10,,Montreal Canadiens,2,5,L,,21,18,,4,L 2,2008,,,
44,2008-01-12,@,Philadelphia Flyers,4,3,W,OT,22,18,,4,W 1,2008,,,
45,2008-01-17,,Toronto Maple Leafs,2,3,L,SO,22,18,,5,L 1,2008,,,
46,2008-01-19,,New York Rangers,4,3,W,SO,23,18,,5,W 1,2008,,,
47,2008-01-20,@,New York Rangers,3,1,W,,24,18,,5,W 2,2008,,,
48,2008-01-22,@,Montreal Canadiens,2,8,L,,24,19,,5,L 1,2008,,,
49,2008-01-24,,New York Islanders,4,1,W,,25,19,,5,W 1,2008,,,
50,2008-01-29,,Nashville Predators,3,1,W,,26,19,,5,W 2,2008,,,
51,2008-01-31,@,Ottawa Senators,4,1,W,,27,19,,5,W 3,2008,,,
52,2008-02-02,,Detroit Red Wings,1,3,L,,27,20,,5,L 1,2008,,,
53,2008-02-05,,Buffalo Sabres,2,4,L,,27,21,,5,L 2,2008,,,
54,2008-02-08,@,Buffalo Sabres,3,2,W,SO,28,21,,5,W 1,2008,,,
55,2008-02-09,,Florida Panthers,3,6,L,,28,22,,5,L 1,2008,,,
56,2008-02-12,,Carolina Hurricanes,2,3,L,,28,23,,5,L 2,2008,,,
57,2008-02-13,@,Pittsburgh Penguins,2,1,W,,29,23,,5,W 1,2008,,,
58,2008-02-16,@,Toronto Maple Leafs,3,4,L,OT,29,23,,6,L 1,2008,,,
59,2008-02-19,@,Carolina Hurricanes,3,2,W,SO,30,23,,6,W 1,2008,,,
60,2008-02-21,@,Florida Panthers,5,4,W,SO,31,23,,6,W 2,2008,,,
61,2008-02-23,@,Tampa Bay Lightning,5,3,W,,32,23,,6,W 3,2008,,,
62,2008-02-26,,Ottawa Senators,4,0,W,,33,23,,6,W 4,2008,,,
63,2008-02-28,,Pittsburgh Penguins,5,1,W,,34,23,,6,W 5,2008,,,
64,2008-03-01,,Atlanta Thrashers,3,2,W,SO,35,23,,6,W 6,2008,,,
65,2008-03-03,@,Washington Capitals,2,10,L,,35,24,,6,L 1,2008,,,
66,2008-03-04,,Florida Panthers,0,1,L,OT,35,24,,7,L 2,2008,,,
67,2008-03-06,,Toronto Maple Leafs,2,8,L,,35,25,,7,L 3,2008,,,
68,2008-03-08,,Washington Capitals,2,1,W,,36,25,,7,W 1,2008,,,
69,2008-03-09,@,New York Rangers,0,1,L,SO,36,25,,8,L 1,2008,,,
70,2008-03-11,@,Ottawa Senators,1,4,L,,36,26,,8,L 2,2008,,,
71,2008-03-13,,Tampa Bay Lightning,1,3,L,,36,27,,8,L 3,2008,,,
72,2008-03-15,,Philadelphia Flyers,3,2,W,OT,37,27,,8,W 1,2008,,,
73,2008-03-16,@,Washington Capitals,1,2,L,SO,37,27,,9,L 1,2008,,,
74,2008-03-20,,Montreal Canadiens,2,4,L,,37,28,,9,L 2,2008,,,
75,2008-03-22,@,Montreal Canadiens,2,3,L,SO,37,28,,10,L 3,2008,,,
76,2008-03-25,@,Toronto Maple Leafs,6,2,W,,38,28,,10,W 1,2008,,,
77,2008-03-27,,Toronto Maple Leafs,4,2,W,,39,28,,10,W 2,2008,,,
78,2008-03-29,,Ottawa Senators,4,0,W,,40,28,,10,W 3,2008,,,
79,2008-03-30,@,Buffalo Sabres,1,2,L,OT,40,28,,11,L 1,2008,,,
80,2008-04-02,@,New Jersey Devils,2,3,L,SO,40,28,,12,L 2,2008,,,
81,2008-04-04,@,Ottawa Senators,2,1,W,,41,28,,12,W 1,2008,,,
82,2008-04-05,,Buffalo Sabres,0,3,L,,41,29,,12,L 1,2008,,,
1,2008-10-09,@,Colorado Avalanche,5,4,W,,1,0,,0,W 1,2009,,,
2,2008-10-11,@,Minnesota Wild,3,4,L,,1,1,,0,L 1,2009,,,
3,2008-10-15,@,Montreal Canadiens,3,4,L,SO,1,1,,1,L 2,2009,,,
4,2008-10-18,@,Ottawa Senators,4,2,W,,2,1,,1,W 1,2009,,,
5,2008-10-20,,Pittsburgh Penguins,1,2,L,SO,2,1,,2,L 1,2009,,,
6,2008-10-21,@,Buffalo Sabres,2,3,L,SO,2,1,,3,L 2,2009,,,
7,2008-10-23,,Toronto Maple Leafs,2,4,L,,2,2,,3,L 3,2009,,,
8,2008-10-25,,Atlanta Thrashers,5,4,W,,3,2,,3,W 1,2009,,,
9,2008-10-27,@,Edmonton Oilers,1,0,W,OT,4,2,,3,W 2,2009,,,
10,2008-10-28,@,Vancouver Canucks,1,0,W,,5,2,,3,W 3,2009,,,
11,2008-10-30,@,Calgary Flames,2,3,L,,5,3,,3,L 1,2009,,,
12,2008-11-01,,Dallas Stars,5,1,W,,6,3,,3,W 1,2009,,,
13,2008-11-06,,Toronto Maple Leafs,5,2,W,,7,3,,3,W 2,2009,,,
14,2008-11-08,,Buffalo Sabres,3,1,W,,8,3,,3,W 3,2009,,,
15,2008-11-12,@,Chicago Blackhawks,2,1,W,SO,9,3,,3,W 4,2009,,,
16,2008-11-13,,Montreal Canadiens,6,1,W,,10,3,,3,W 5,2009,,,
17,2008-11-15,@,New York Rangers,2,3,L,SO,10,3,,4,L 1,2009,,,
18,2008-11-17,@,Toronto Maple Leafs,3,2,W,,11,3,,4,W 1,2009,,,
19,2008-11-19,,Buffalo Sabres,7,4,W,,12,3,,4,W 2,2009,,,
20,2008-11-21,,Florida Panthers,4,2,W,,13,3,,4,W 3,2009,,,
21,2008-11-22,@,Montreal Canadiens,3,2,W,SO,14,3,,4,W 4,2009,,,
22,2008-11-26,@,Buffalo Sabres,2,3,L,,14,4,,4,L 1,2009,,,
23,2008-11-28,,New York Islanders,7,2,W,,15,4,,4,W 1,2009,,,
24,2008-11-29,,Detroit Red Wings,4,1,W,,16,4,,4,W 2,2009,,,
25,2008-12-04,@,Tampa Bay Lightning,3,1,W,,17,4,,4,W 3,2009,,,
26,2008-12-06,@,Florida Panthers,4,0,W,,18,4,,4,W 4,2009,,,
27,2008-12-08,,Tampa Bay Lightning,5,3,W,,19,4,,4,W 5,2009,,,
28,2008-12-10,@,Washington Capitals,1,3,L,,19,5,,4,L 1,2009,,,
29,2008-12-12,@,Atlanta Thrashers,7,3,W,,20,5,,4,W 1,2009,,,
30,2008-12-13,,Atlanta Thrashers,4,2,W,,21,5,,4,W 2,2009,,,
31,2008-12-18,,Toronto Maple Leafs,8,5,W,,22,5,,4,W 3,2009,,,
32,2008-12-20,,Carolina Hurricanes,4,2,W,,23,5,,4,W 4,2009,,,
33,2008-12-21,@,St. Louis Blues,6,3,W,,24,5,,4,W 5,2009,,,
34,2008-12-23,@,New Jersey Devils,2,0,W,,25,5,,4,W 6,2009,,,
35,2008-12-27,@,Carolina Hurricanes,4,2,W,,26,5,,4,W 7,2009,,,
36,2008-12-28,@,Atlanta Thrashers,2,1,W,,27,5,,4,W 8,2009,,,
37,2008-12-30,@,Pittsburgh Penguins,5,2,W,,28,5,,4,W 9,2009,,,
38,2009-01-01,,Pittsburgh Penguins,4,2,W,,29,5,,4,W 10,2009,,,
39,2009-01-03,,Buffalo Sabres,2,4,L,,29,6,,4,L 1,2009,,,
40,2009-01-06,,Minnesota Wild,0,1,L,,29,7,,4,L 2,2009,,,
41,2009-01-08,,Ottawa Senators,6,4,W,,30,7,,4,W 1,2009,,,
42,2009-01-10,,Carolina Hurricanes,5,1,W,,31,7,,4,W 2,2009,,,
43,2009-01-13,,Montreal Canadiens,3,1,W,,32,7,,4,W 3,2009,,,
44,2009-01-15,@,New York Islanders,2,1,W,,33,7,,4,W 4,2009,,,
45,2009-01-17,@,Washington Capitals,1,2,L,,33,8,,4,L 1,2009,,,
46,2009-01-19,,St. Louis Blues,4,5,L,SO,33,8,,5,L 2,2009,,,
47,2009-01-21,@,Toronto Maple Leafs,4,3,W,SO,34,8,,5,W 1,2009,,,
48,2009-01-27,,Washington Capitals,3,2,W,OT,35,8,,5,W 2,2009,,,
49,2009-01-29,,New Jersey Devils,3,4,L,OT,35,8,,6,L 1,2009,,,
50,2009-01-31,,New York Rangers,1,0,W,,36,8,,6,W 1,2009,,,
51,2009-02-01,@,Montreal Canadiens,3,1,W,,37,8,,6,W 2,2009,,,
52,2009-02-04,@,Philadelphia Flyers,3,1,W,,38,8,,6,W 3,2009,,,
53,2009-02-05,@,Ottawa Senators,4,3,W,SO,39,8,,6,W 4,2009,,,
54,2009-02-07,,Philadelphia Flyers,3,4,L,OT,39,8,,7,L 1,2009,,,
55,2009-02-10,,San Jose Sharks,2,5,L,,39,9,,7,L 2,2009,,,
56,2009-02-13,@,New Jersey Devils,0,1,L,,39,10,,7,L 3,2009,,,
57,2009-02-14,@,Nashville Predators,2,3,L,SO,39,10,,8,L 4,2009,,,
58,2009-02-17,@,Carolina Hurricanes,5,1,W,,40,10,,8,W 1,2009,,,
59,2009-02-21,@,Florida Panthers,0,2,L,,40,11,,8,L 1,2009,,,
60,2009-02-22,@,Tampa Bay Lightning,3,4,L,,40,12,,8,L 2,2009,,,
61,2009-02-24,,Florida Panthers,6,1,W,,41,12,,8,W 1,2009,,,
62,2009-02-26,,Anaheim Ducks,6,0,W,,42,12,,8,W 2,2009,,,
63,2009-02-28,,Washington Capitals,3,4,L,OT,42,12,,9,L 1,2009,,,
64,2009-03-03,,Philadelphia Flyers,2,4,L,,42,13,,9,L 2,2009,,,
65,2009-03-05,,Phoenix Coyotes,1,2,L,,42,14,,9,L 3,2009,,,
66,2009-03-07,,Chicago Blackhawks,5,3,W,,43,14,,9,W 1,2009,,,
67,2009-03-08,@,New York Rangers,3,4,L,,43,15,,9,L 1,2009,,,
68,2009-03-10,@,Columbus Blue Jackets,0,2,L,,43,16,,9,L 2,2009,,,
69,2009-03-12,,Ottawa Senators,5,3,W,,44,16,,9,W 1,2009,,,
70,2009-03-14,,New York Islanders,2,1,W,,45,16,,9,W 2,2009,,,
71,2009-03-15,@,Pittsburgh Penguins,4,6,L,,45,17,,9,L 1,2009,,,
72,2009-03-19,,Los Angeles Kings,2,3,L,OT,45,17,,10,L 2,2009,,,
73,2009-03-22,,New Jersey Devils,4,1,W,,46,17,,10,W 1,2009,,,
74,2009-03-28,@,Toronto Maple Leafs,7,5,W,,47,17,,10,W 2,2009,,,
75,2009-03-29,@,Philadelphia Flyers,4,3,W,,48,17,,10,W 3,2009,,,
76,2009-03-31,,Tampa Bay Lightning,3,1,W,,49,17,,10,W 4,2009,,,
77,2009-04-02,,Ottawa Senators,2,1,W,,50,17,,10,W 5,2009,,,
78,2009-04-04,,New York Rangers,1,0,W,,51,17,,10,W 6,2009,,,
79,2009-04-07,@,Ottawa Senators,2,3,L,,51,18,,10,L 1,2009,,,
80,2009-04-09,,Montreal Canadiens,5,4,W,OT,52,18,,10,W 1,2009,,,
81,2009-04-11,@,Buffalo Sabres,1,6,L,,52,19,,10,L 1,2009,,,
82,2009-04-12,@,New York Islanders,6,2,W,,53,19,,10,W 1,2009,,,
1,2009-10-01,,Washington Capitals,1,4,L,,0,1,,0,L 1,2010,,,
2,2009-10-03,,Carolina Hurricanes,7,2,W,,1,1,,0,W 1,2010,,,
3,2009-10-08,,Anaheim Ducks,1,6,L,,1,2,,0,L 1,2010,,,
4,2009-10-10,,New York Islanders,4,3,W,SO,2,2,,0,W 1,2010,,,
5,2009-10-12,,Colorado Avalanche,3,4,L,,2,3,,0,L 1,2010,,,
6,2009-10-16,@,Dallas Stars,3,0,W,,3,3,,0,W 1,2010,,,
7,2009-10-17,@,Phoenix Coyotes,1,4,L,,3,4,,0,L 1,2010,,,
8,2009-10-21,,Nashville Predators,3,2,W,,4,4,,0,W 1,2010,,,
9,2009-10-22,@,Philadelphia Flyers,3,4,L,SO,4,4,,1,L 1,2010,,,
10,2009-10-24,@,Ottawa Senators,4,3,W,SO,5,4,,1,W 1,2010,,,
11,2009-10-29,,New Jersey Devils,1,2,L,,5,5,,1,L 1,2010,,,
12,2009-10-31,,Edmonton Oilers,2,0,W,,6,5,,1,W 1,2010,,,
13,2009-11-01,@,New York Rangers,0,1,L,,6,6,,1,L 1,2010,,,
14,2009-11-03,@,Detroit Red Wings,0,2,L,,6,7,,1,L 2,2010,,,
15,2009-11-05,,Montreal Canadiens,1,2,L,SO,6,7,,2,L 3,2010,,,
16,2009-11-07,,Buffalo Sabres,4,2,W,,7,7,,2,W 1,2010,,,
17,2009-11-10,,Pittsburgh Penguins,3,0,W,,8,7,,2,W 2,2010,,,
18,2009-11-12,,Florida Panthers,0,1,L,SO,8,7,,3,L 1,2010,,,
19,2009-11-14,@,Pittsburgh Penguins,5,6,L,OT,8,7,,4,L 2,2010,,,
20,2009-11-16,,New York Islanders,1,4,L,,8,8,,4,L 3,2010,,,
21,2009-11-19,@,Atlanta Thrashers,4,3,W,SO,9,8,,4,W 1,2010,,,
22,2009-11-20,@,Buffalo Sabres,2,1,W,OT,10,8,,4,W 2,2010,,,
23,2009-11-23,@,St. Louis Blues,4,2,W,,11,8,,4,W 3,2010,,,
24,2009-11-25,@,Minnesota Wild,2,1,W,SO,12,8,,4,W 4,2010,,,
25,2009-11-27,,New Jersey Devils,1,2,L,SO,12,8,,5,L 1,2010,,,
26,2009-11-28,,Ottawa Senators,4,3,W,SO,13,8,,5,W 1,2010,,,
27,2009-12-02,,Tampa Bay Lightning,4,1,W,,14,8,,5,W 2,2010,,,
28,2009-12-04,@,Montreal Canadiens,1,5,L,,14,9,,5,L 1,2010,,,
29,2009-12-05,,Toronto Maple Leafs,7,2,W,,15,9,,5,W 1,2010,,,
30,2009-12-10,,Toronto Maple Leafs,5,2,W,,16,9,,5,W 2,2010,,,
31,2009-12-12,@,New York Islanders,2,3,L,OT,16,9,,6,L 1,2010,,,
32,2009-12-14,,Philadelphia Flyers,1,3,L,,16,10,,6,L 2,2010,,,
33,2009-12-18,@,Chicago Blackhawks,4,5,L,SO,16,10,,7,L 3,2010,,,
34,2009-12-19,@,Toronto Maple Leafs,0,2,L,,16,11,,7,L 4,2010,,,
35,2009-12-21,@,Ottawa Senators,2,0,W,,17,11,,7,W 1,2010,,,
36,2009-12-23,,Atlanta Thrashers,6,4,W,,18,11,,7,W 2,2010,,,
37,2009-12-27,@,Florida Panthers,2,1,W,,19,11,,7,W 3,2010,,,
38,2009-12-28,@,Tampa Bay Lightning,1,2,L,,19,12,,7,L 1,2010,,,
39,2009-12-30,,Atlanta Thrashers,4,0,W,,20,12,,7,W 1,2010,,,
40,2010-01-01,,Philadelphia Flyers,2,1,W,OT,21,12,,7,W 2,2010,,,
41,2010-01-04,@,New York Rangers,2,3,L,,21,13,,7,L 1,2010,,,
42,2010-01-05,@,Ottawa Senators,4,1,W,,22,13,,7,W 1,2010,,,
43,2010-01-07,,Chicago Blackhawks,2,5,L,,22,14,,7,L 1,2010,,,
44,2010-01-09,,New York Rangers,1,3,L,,22,15,,7,L 2,2010,,,
45,2010-01-13,@,Anaheim Ducks,3,4,L,,22,16,,7,L 3,2010,,,
46,2010-01-14,@,San Jose Sharks,2,1,W,SO,23,16,,7,W 1,2010,,,
47,2010-01-16,@,Los Angeles Kings,3,4,L,SO,23,16,,8,L 1,2010,,,
48,2010-01-18,,Ottawa Senators,1,5,L,,23,17,,8,L 2,2010,,,
49,2010-01-21,,Columbus Blue Jackets,2,3,L,,23,18,,8,L 3,2010,,,
50,2010-01-23,,Ottawa Senators,1,2,L,,23,19,,8,L 4,2010,,,
51,2010-01-24,@,Carolina Hurricanes,1,5,L,,23,20,,8,L 5,2010,,,
52,2010-01-29,@,Buffalo Sabres,1,2,L,,23,21,,8,L 6,2010,,,
53,2010-01-30,,Los Angeles Kings,2,3,L,SO,23,21,,9,L 7,2010,,,
54,2010-02-02,,Washington Capitals,1,4,L,,23,22,,9,L 8,2010,,,
55,2010-02-04,,Montreal Canadiens,2,3,L,SO,23,22,,10,L 9,2010,,,
56,2010-02-06,,Vancouver Canucks,2,3,L,SO,23,22,,11,L 10,2010,,,
57,2010-02-07,@,Montreal Canadiens,3,0,W,,24,22,,11,W 1,2010,,,
58,2010-02-09,@,Buffalo Sabres,3,2,W,SO,25,22,,11,W 2,2010,,,
59,2010-02-11,@,Tampa Bay Lightning,5,4,W,,26,22,,11,W 3,2010,,,
60,2010-02-13,@,Florida Panthers,3,2,W,SO,27,22,,11,W 4,2010,,,
61,2010-03-02,,Montreal Canadiens,1,4,L,,27,23,,11,L 1,2010,,,
62,2010-03-04,,Toronto Maple Leafs,3,2,W,SO,28,23,,11,W 1,2010,,,
63,2010-03-06,@,New York Islanders,3,2,W,,29,23,,11,W 2,2010,,,
64,2010-03-07,@,Pittsburgh Penguins,1,2,L,,29,24,,11,L 1,2010,,,
65,2010-03-09,@,Toronto Maple Leafs,3,4,L,OT,29,24,,12,L 2,2010,,,
66,2010-03-11,@,Philadelphia Flyers,5,1,W,,30,24,,12,W 1,2010,,,
67,2010-03-13,@,Montreal Canadiens,2,3,L,,30,25,,12,L 1,2010,,,
68,2010-03-15,@,New Jersey Devils,2,3,L,,30,26,,12,L 2,2010,,,
69,2010-03-16,@,Carolina Hurricanes,5,2,W,,31,26,,12,W 1,2010,,,
70,2010-03-18,,Pittsburgh Penguins,0,3,L,,31,27,,12,L 1,2010,,,
71,2010-03-21,,New York Rangers,2,1,W,,32,27,,12,W 1,2010,,,
72,2010-03-23,@,Atlanta Thrashers,4,0,W,,33,27,,12,W 2,2010,,,
73,2010-03-25,,Tampa Bay Lightning,3,5,L,,33,28,,12,L 1,2010,,,
74,2010-03-27,,Calgary Flames,5,0,W,,34,28,,12,W 1,2010,,,
75,2010-03-29,,Buffalo Sabres,2,3,L,,34,29,,12,L 1,2010,,,
76,2010-03-30,@,New Jersey Devils,1,0,W,OT,35,29,,12,W 1,2010,,,
77,2010-04-01,,Florida Panthers,0,1,L,,35,30,,12,L 1,2010,,,
78,2010-04-03,@,Toronto Maple Leafs,2,1,W,OT,36,30,,12,W 1,2010,,,
79,2010-04-05,@,Washington Capitals,2,3,L,OT,36,30,,13,L 1,2010,,,
80,2010-04-08,,Buffalo Sabres,3,1,W,,37,30,,13,W 1,2010,,,
81,2010-04-10,,Carolina Hurricanes,4,2,W,,38,30,,13,W 2,2010,,,
82,2010-04-11,@,Washington Capitals,4,3,W,SO,39,30,,13,W 3,2010,,,
1,2010-10-09,,Phoenix Coyotes,2,5,L,,0,1,,0,L 1,2011,,,
2,2010-10-10,@,Phoenix Coyotes,3,0,W,,1,1,,0,W 1,2011,,,
3,2010-10-16,@,New Jersey Devils,4,1,W,,2,1,,0,W 2,2011,,,
4,2010-10-19,@,Washington Capitals,3,1,W,,3,1,,0,W 3,2011,,,
5,2010-10-21,,Washington Capitals,4,1,W,,4,1,,0,W 4,2011,,,
6,2010-10-23,,New York Rangers,2,3,L,,4,2,,0,L 1,2011,,,
7,2010-10-28,,Toronto Maple Leafs,2,0,W,,5,2,,0,W 1,2011,,,
8,2010-10-30,@,Ottawa Senators,4,0,W,,6,2,,0,W 2,2011,,,
9,2010-11-03,@,Buffalo Sabres,5,2,W,,7,2,,0,W 3,2011,,,
10,2010-11-05,@,Washington Capitals,3,5,L,,7,3,,0,L 1,2011,,,
11,2010-11-06,,St. Louis Blues,1,2,L,SO,7,3,,1,L 2,2011,,,
12,2010-11-10,@,Pittsburgh Penguins,7,4,W,,8,3,,1,W 1,2011,,,
13,2010-11-11,,Montreal Canadiens,1,3,L,,8,4,,1,L 1,2011,,,
14,2010-11-13,,Ottawa Senators,0,2,L,,8,5,,1,L 2,2011,,,
15,2010-11-15,,New Jersey Devils,3,0,W,,9,5,,1,W 1,2011,,,
16,2010-11-17,@,New York Rangers,3,2,W,,10,5,,1,W 2,2011,,,
17,2010-11-18,,Florida Panthers,4,0,W,,11,5,,1,W 3,2011,,,
18,2010-11-20,,Los Angeles Kings,3,4,L,SO,11,5,,2,L 1,2011,,,
19,2010-11-22,@,Tampa Bay Lightning,1,3,L,,11,6,,2,L 2,2011,,,
20,2010-11-24,@,Florida Panthers,3,1,W,,12,6,,2,W 1,2011,,,
21,2010-11-26,,Carolina Hurricanes,0,3,L,,12,7,,2,L 1,2011,,,
22,2010-11-28,@,Atlanta Thrashers,1,4,L,,12,8,,2,L 2,2011,,,
23,2010-12-01,@,Philadelphia Flyers,3,0,W,,13,8,,2,W 1,2011,,,
24,2010-12-02,,Tampa Bay Lightning,8,1,W,,14,8,,2,W 2,2011,,,
25,2010-12-04,@,Toronto Maple Leafs,2,3,L,SO,14,8,,3,L 1,2011,,,
26,2010-12-07,,Buffalo Sabres,3,2,W,OT,15,8,,3,W 1,2011,,,
27,2010-12-09,,New York Islanders,5,2,W,,16,8,,3,W 2,2011,,,
28,2010-12-11,,Philadelphia Flyers,1,2,L,OT,16,8,,4,L 1,2011,,,
29,2010-12-15,@,Buffalo Sabres,2,3,L,,16,9,,4,L 2,2011,,,
30,2010-12-16,@,Montreal Canadiens,3,4,L,,16,10,,4,L 3,2011,,,
31,2010-12-18,,Washington Capitals,3,2,W,,17,10,,4,W 1,2011,,,
32,2010-12-20,,Anaheim Ducks,0,3,L,,17,11,,4,L 1,2011,,,
33,2010-12-23,,Atlanta Thrashers,4,1,W,,18,11,,4,W 1,2011,,,
34,2010-12-27,@,Florida Panthers,3,2,W,SO,19,11,,4,W 2,2011,,,
35,2010-12-28,@,Tampa Bay Lightning,4,3,W,,20,11,,4,W 3,2011,,,
36,2010-12-30,@,Atlanta Thrashers,2,3,L,SO,20,11,,5,L 1,2011,,,
37,2011-01-01,@,Buffalo Sabres,6,7,L,SO,20,11,,6,L 2,2011,,,
38,2011-01-03,@,Toronto Maple Leafs,2,1,W,,21,11,,6,W 1,2011,,,
39,2011-01-06,,Minnesota Wild,1,3,L,,21,12,,6,L 1,2011,,,
40,2011-01-08,@,Montreal Canadiens,2,3,L,OT,21,12,,7,L 2,2011,,,
41,2011-01-10,@,Pittsburgh Penguins,4,2,W,,22,12,,7,W 1,2011,,,
42,2011-01-11,,Ottawa Senators,6,0,W,,23,12,,7,W 2,2011,,,
43,2011-01-13,,Philadelphia Flyers,7,5,W,,24,12,,7,W 3,2011,,,
44,2011-01-15,,Pittsburgh Penguins,2,3,L,,24,13,,7,L 1,2011,,,
45,2011-01-17,,Carolina Hurricanes,7,0,W,,25,13,,7,W 1,2011,,,
46,2011-01-18,@,Carolina Hurricanes,3,2,W,,26,13,,7,W 2,2011,,,
47,2011-01-20,,Buffalo Sabres,2,4,L,,26,14,,7,L 1,2011,,,
48,2011-01-22,@,Colorado Avalanche,6,2,W,,27,14,,7,W 1,2011,,,
49,2011-01-24,@,Los Angeles Kings,0,2,L,,27,15,,7,L 1,2011,,,
50,2011-01-26,,Florida Panthers,2,1,W,,28,15,,7,W 1,2011,,,
51,2011-02-01,@,Carolina Hurricanes,3,2,W,,29,15,,7,W 2,2011,,,
52,2011-02-03,,Dallas Stars,6,3,W,,30,15,,7,W 3,2011,,,
53,2011-02-05,,San Jose Sharks,0,2,L,,30,16,,7,L 1,2011,,,
54,2011-02-09,,Montreal Canadiens,8,6,W,,31,16,,7,W 1,2011,,,
55,2011-02-11,,Detroit Red Wings,1,6,L,,31,17,,7,L 1,2011,,,
56,2011-02-13,@,Detroit Red Wings,2,4,L,,31,18,,7,L 2,2011,,,
57,2011-02-15,,Toronto Maple Leafs,3,4,L,,31,19,,7,L 3,2011,,,
58,2011-02-17,@,New York Islanders,6,3,W,,32,19,,7,W 1,2011,,,
59,2011-02-18,@,Ottawa Senators,4,2,W,,33,19,,7,W 2,2011,,,
60,2011-02-22,@,Calgary Flames,3,1,W,,34,19,,7,W 3,2011,,,
61,2011-02-26,@,Vancouver Canucks,3,1,W,,35,19,,7,W 4,2011,,,
62,2011-02-27,@,Edmonton Oilers,3,2,W,,36,19,,7,W 5,2011,,,
63,2011-03-01,@,Ottawa Senators,1,0,W,,37,19,,7,W 6,2011,,,
64,2011-03-03,,Tampa Bay Lightning,2,1,W,,38,19,,7,W 7,2011,,,
65,2011-03-05,,Pittsburgh Penguins,2,3,L,OT,38,19,,8,L 1,2011,,,
66,2011-03-08,@,Montreal Canadiens,1,4,L,,38,20,,8,L 2,2011,,,
67,2011-03-10,,Buffalo Sabres,3,4,L,OT,38,20,,9,L 3,2011,,,
68,2011-03-11,@,New York Islanders,2,4,L,,38,21,,9,L 4,2011,,,
69,2011-03-15,@,Columbus Blue Jackets,3,2,W,SO,39,21,,9,W 1,2011,,,
70,2011-03-17,@,Nashville Predators,3,4,L,OT,39,21,,10,L 1,2011,,,
71,2011-03-19,@,Toronto Maple Leafs,2,5,L,,39,22,,10,L 2,2011,,,
72,2011-03-22,,New Jersey Devils,4,1,W,,40,22,,10,W 1,2011,,,
73,2011-03-24,,Montreal Canadiens,7,0,W,,41,22,,10,W 2,2011,,,
74,2011-03-26,,New York Rangers,0,1,L,,41,23,,10,L 1,2011,,,
75,2011-03-27,@,Philadelphia Flyers,2,1,W,,42,23,,10,W 1,2011,,,
76,2011-03-29,,Chicago Blackhawks,3,0,W,,43,23,,10,W 2,2011,,,
77,2011-03-31,,Toronto Maple Leafs,3,4,L,SO,43,23,,11,L 1,2011,,,
78,2011-04-02,,Atlanta Thrashers,3,2,W,,44,23,,11,W 1,2011,,,
79,2011-04-04,@,New York Rangers,3,5,L,,44,24,,11,L 1,2011,,,
80,2011-04-06,,New York Islanders,3,2,W,,45,24,,11,W 1,2011,,,
81,2011-04-09,,Ottawa Senators,3,1,W,,46,24,,11,W 2,2011,,,
